Id,Student Name,Student Email,Listing Name,Created At,Completed At
385002318,Billy Lewis,billy.lewis@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,06/23/2014 08:44 PM,07/27/2016 08:58 PM
385002318,Billy Lewis,billy.lewis@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,01/23/2016 09:44 PM,
225610989,Maria Lopez,maria.lopez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,02/21/2013 06:02 AM,07/17/2017 03:58 AM
780701857,Laura Jackson,laura.jackson@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),08/11/2012 05:25 AM,
538495592,Mason Lewis,mason.lewis@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),03/23/2008 11:23 AM,10/16/2013 04:34 PM
538495592,Mason Lewis,mason.lewis@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),12/18/2008 10:10 PM,
538495592,Mason Lewis,mason.lewis@example.com,DCLDP - 2021,12/01/2018 05:28 AM,10/31/2019 12:09 PM
538495592,Mason Lewis,mason.lewis@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),03/05/2015 05:06 PM,05/24/2018 12:41 AM
883506611,Patricia Martin,patricia.martin@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),08/26/2018 11:07 PM,10/28/2019 05:59 PM
707893361,Sarah Harris,sarah.harris@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),01/28/2010 08:59 AM,
707893361,Sarah Harris,sarah.harris@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),06/09/2019 07:46 AM,
53393496,Rachel Rodriguez,rachel.rodriguez@example.com,DCLDP - 2021,01/04/2019 08:19 AM,06/04/2019 06:00 PM
736555259,Paul Davis,paul.davis@example.com,DCLDP - 2021,11/07/2017 04:44 PM,
736555259,Paul Davis,paul.davis@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,12/28/2014 07:16 PM,04/11/2016 09:42 AM
736555259,Paul Davis,paul.davis@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),12/03/2014 12:29 PM,
736555259,Paul Davis,paul.davis@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),06/01/2008 09:14 PM,
20703812,Austin Harris,austin.harris@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),12/27/2008 08:12 AM,02/20/2018 02:53 PM
479639153,Harold Martin,harold.martin@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,08/31/2015 11:01 AM,04/16/2017 08:16 AM
664771677,Walter Miller,walter.miller@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),08/04/2012 03:13 PM,
818529862,Dorothy Gonzalez,dorothy.gonzalez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,12/19/2011 06:09 PM,
113774498,Philip Clark,philip.clark@example.com,DCLDP - 2021,07/03/2015 12:04 PM,
500647215,Betty White,betty.white@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),04/15/2015 06:19 PM,05/16/2017 10:44 PM
500647215,Betty White,betty.white@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),03/27/2019 07:55 AM,
614933299,Russell Martin,russell.martin@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),12/23/2010 09:05 PM,10/05/2013 08:54 PM
402339322,Debra Hernandez,debra.hernandez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,10/13/2011 01:57 AM,
882867601,Ethan Jones,ethan.jones@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),10/15/2014 03:10 AM,
882867601,Ethan Jones,ethan.jones@example.com,DCLDP - 2021,03/13/2015 04:00 AM,01/22/2018 05:08 AM
882867601,Ethan Jones,ethan.jones@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),06/11/2014 03:39 AM,12/06/2016 04:18 PM
290731051,Olivia Miller,olivia.miller@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,06/24/2013 02:58 PM,
280162992,Christina Harris,christina.harris@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),08/04/2015 06:49 AM,
345460001,Alexis Jackson,alexis.jackson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),06/17/2018 10:50 PM,
345460001,Alexis Jackson,alexis.jackson@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),02/09/2012 04:51 AM,
345460001,Alexis Jackson,alexis.jackson@example.com,DCLDP - 2021,07/31/2018 12:58 PM,07/30/2019 07:58 AM
345460001,Alexis Jackson,alexis.jackson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),10/04/2016 02:29 PM,03/27/2018 02:29 PM
171105581,Kimberly Rodriguez,kimberly.rodriguez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,08/04/2013 10:32 AM,11/01/2016 04:59 PM
171105581,Kimberly Rodriguez,kimberly.rodriguez@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),12/20/2008 02:33 PM,
748464866,Barbara Clark,barbara.clark@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),02/11/2009 05:39 PM,
748464866,Barbara Clark,barbara.clark@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),03/08/2015 01:53 AM,09/07/2015 11:13 AM
20713855,Mary Garcia,mary.garcia@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),06/03/2015 11:50 PM,07/11/2016 01:28 AM
20713855,Mary Garcia,mary.garcia@example.com,DCLDP - 2021,02/03/2018 05:33 PM,
346707180,Louis Lopez,louis.lopez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,05/02/2009 06:11 AM,
265251350,Frank Smith,frank.smith@example.com,DCLDP - 2021,01/23/2011 10:13 AM,
265251350,Frank Smith,frank.smith@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),07/11/2016 08:26 AM,
265251350,Frank Smith,frank.smith@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),01/17/2017 08:26 PM,
265251350,Frank Smith,frank.smith@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,02/23/2012 02:02 PM,11/09/2014 06:54 PM
559583618,Keith Walker,keith.walker@example.com,DCLDP - 2021,09/12/2013 10:12 PM,01/24/2016 05:38 PM
559583618,Keith Walker,keith.walker@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),11/30/2011 12:22 AM,10/18/2017 10:05 AM
492886473,Peter Gonzalez,peter.gonzalez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,06/07/2014 09:14 AM,
12095060,Deborah Thompson,deborah.thompson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),06/14/2009 03:25 AM,
164468982,Adam Taylor,adam.taylor@example.com,DCLDP - 2021,05/17/2011 11:39 PM,
33641441,Vincent Brown,vincent.brown@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),04/21/2017 09:41 PM,07/02/2018 03:05 PM
406980202,Jacob Rodriguez,jacob.rodriguez@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),12/10/2018 09:55 PM,
406980202,Jacob Rodriguez,jacob.rodriguez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,10/20/2015 02:44 AM,11/30/2016 07:44 AM
406980202,Jacob Rodriguez,jacob.rodriguez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,03/07/2017 10:44 PM,10/06/2017 06:15 AM
241753060,Hannah Taylor,hannah.taylor@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),10/31/2008 11:20 PM,06/02/2016 01:58 AM
241753060,Hannah Taylor,hannah.taylor@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),02/19/2015 02:37 PM,10/13/2018 10:52 AM
407374469,Catherine Smith,catherine.smith@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),05/29/2015 06:35 AM,09/27/2018 01:59 AM
407374469,Catherine Smith,catherine.smith@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),01/17/2016 01:29 AM,07/22/2018 11:56 PM
835131587,Alexis Taylor,alexis.taylor@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),06/07/2013 11:48 PM,
835131587,Alexis Taylor,alexis.taylor@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),12/19/2008 06:14 PM,03/27/2012 04:08 AM
835131587,Alexis Taylor,alexis.taylor@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),07/16/2011 08:29 PM,
835131587,Alexis Taylor,alexis.taylor@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),04/02/2010 02:42 PM,08/26/2011 11:28 AM
741165356,Philip Williams,philip.williams@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),02/08/2009 04:12 AM,07/29/2011 12:24 PM
741165356,Philip Williams,philip.williams@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),01/15/2016 10:00 PM,
741165356,Philip Williams,philip.williams@example.com,DCLDP - 2021,04/10/2009 11:33 AM,10/22/2012 01:53 AM
741165356,Philip Williams,philip.williams@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,04/02/2015 02:55 PM,
532333828,Gerald Smith,gerald.smith@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,03/25/2014 11:21 PM,
405656582,Michael Moore,michael.moore@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,06/05/2010 06:56 PM,09/23/2012 11:45 AM
258162908,Gerald Johnson,gerald.johnson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),01/09/2015 11:20 PM,
258162908,Gerald Johnson,gerald.johnson@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,04/24/2008 10:51 PM,
258162908,Gerald Johnson,gerald.johnson@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),04/12/2015 09:53 PM,03/04/2019 03:01 AM
258162908,Gerald Johnson,gerald.johnson@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),10/02/2013 01:56 PM,04/29/2018 12:30 AM
32374672,Abigail Hall,abigail.hall@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),12/13/2015 02:54 PM,
345280637,Alexander Wilson,alexander.wilson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),12/11/2012 05:20 AM,
345280637,Alexander Wilson,alexander.wilson@example.com,DCLDP - 2021,03/21/2016 10:04 PM,
345280637,Alexander Wilson,alexander.wilson@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),09/28/2009 08:02 AM,09/11/2011 01:45 AM
345280637,Alexander Wilson,alexander.wilson@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,02/19/2019 12:35 AM,11/26/2019 06:54 AM
798314131,Pamela Thomas,pamela.thomas@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,10/25/2013 06:29 AM,03/14/2016 03:46 PM
798314131,Pamela Thomas,pamela.thomas@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),01/19/2014 10:10 PM,
798314131,Pamela Thomas,pamela.thomas@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),06/07/2017 02:01 AM,11/11/2017 06:27 AM
766319218,Olivia Williams,olivia.williams@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,01/25/2011 11:46 PM,
766319218,Olivia Williams,olivia.williams@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),10/03/2019 07:32 PM,
766319218,Olivia Williams,olivia.williams@example.com,DCLDP - 2021,05/13/2016 03:59 AM,12/22/2018 05:02 AM
556754533,Olivia Rodriguez,olivia.rodriguez@example.com,DCLDP - 2021,04/13/2008 06:18 AM,08/01/2010 01:38 AM
556754533,Olivia Rodriguez,olivia.rodriguez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,10/12/2012 04:31 PM,06/07/2017 12:57 AM
214761283,Kevin Moore,kevin.moore@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,03/13/2010 09:55 PM,
214761283,Kevin Moore,kevin.moore@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),10/12/2017 08:54 AM,
214761283,Kevin Moore,kevin.moore@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),06/03/2018 03:04 PM,
214761283,Kevin Moore,kevin.moore@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),06/21/2008 09:22 PM,05/21/2010 11:19 AM
508787615,Louis White,louis.white@example.com,DCLDP - 2021,08/02/2013 04:04 PM,
654393296,Christina Williams,christina.williams@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),11/19/2014 12:30 PM,
881369289,Mason White,mason.white@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),06/23/2009 12:08 AM,07/06/2009 09:36 AM
636938073,Austin Lee,austin.lee@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),10/12/2015 10:40 PM,03/14/2017 07:16 PM
408799021,Thomas Brown,thomas.brown@example.com,DCLDP - 2021,07/16/2016 05:53 AM,12/12/2018 01:22 PM
408799021,Thomas Brown,thomas.brown@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),03/11/2013 06:20 AM,03/20/2017 08:17 AM
466654683,Randy Smith,randy.smith@example.com,DCLDP - 2021,05/11/2010 03:14 AM,04/18/2015 09:47 PM
218381958,Gary Perez,gary.perez@example.com,DCLDP - 2021,12/09/2019 11:01 AM,
194534332,Julie Lopez,julie.lopez@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),02/08/2013 10:53 AM,11/05/2019 08:19 PM
194534332,Julie Lopez,julie.lopez@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),01/06/2012 11:47 AM,
194534332,Julie Lopez,julie.lopez@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),05/30/2015 11:54 PM,
194534332,Julie Lopez,julie.lopez@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),11/28/2011 11:11 AM,04/04/2018 04:27 AM
282273146,Richard Martin,richard.martin@example.com,DCLDP - 2021,07/21/2009 07:00 AM,
282273146,Richard Martin,richard.martin@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,06/12/2019 07:04 PM,
282273146,Richard Martin,richard.martin@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),11/27/2011 04:35 AM,09/30/2013 03:02 PM
523612573,Donald Martin,donald.martin@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),12/12/2009 07:37 PM,10/28/2019 11:25 PM
68484396,Olivia Clark,olivia.clark@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,04/28/2013 12:18 AM,
68484396,Olivia Clark,olivia.clark@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),06/02/2017 04:26 PM,
68484396,Olivia Clark,olivia.clark@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),01/15/2013 08:00 PM,
770000342,Ralph Thompson,ralph.thompson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),12/11/2009 01:04 AM,08/19/2017 03:08 AM
785110394,Benjamin Robinson,benjamin.robinson@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),01/08/2015 04:11 AM,
222692821,Frances Martin,frances.martin@example.com,DCLDP - 2021,10/15/2019 11:30 PM,
222692821,Frances Martin,frances.martin@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),12/19/2008 02:47 AM,09/28/2019 02:50 AM
222692821,Frances Martin,frances.martin@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),10/22/2015 02:38 AM,
222692821,Frances Martin,frances.martin@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,03/05/2013 11:51 AM,
51095935,Amber Davis,amber.davis@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),07/16/2011 02:41 AM,
51095935,Amber Davis,amber.davis@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),11/28/2010 01:47 AM,10/09/2019 05:12 AM
51095935,Amber Davis,amber.davis@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),11/18/2015 12:17 PM,
51095935,Amber Davis,amber.davis@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),12/10/2010 01:40 AM,
574602473,Emma Johnson,emma.johnson@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,07/09/2013 07:19 AM,04/24/2018 02:31 PM
574602473,Emma Johnson,emma.johnson@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),01/05/2008 11:32 AM,01/15/2009 08:59 PM
605283243,Margaret Harris,margaret.harris@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),09/09/2008 02:19 AM,
171792887,Willie Johnson,willie.johnson@example.com,DCLDP - 2021,01/11/2015 09:25 AM,
296027349,Patricia Wilson,patricia.wilson@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),03/25/2010 12:01 AM,
741693818,Christine Lee,christine.lee@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),07/11/2019 08:44 AM,
741693818,Christine Lee,christine.lee@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),07/11/2010 05:05 AM,01/27/2016 01:18 AM
582629881,Benjamin Hernandez,benjamin.hernandez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,02/06/2017 11:32 PM,08/03/2019 01:07 AM
582629881,Benjamin Hernandez,benjamin.hernandez@example.com,DCLDP - 2021,11/04/2018 08:32 PM,
582629881,Benjamin Hernandez,benjamin.hernandez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,07/27/2016 05:15 AM,
582629881,Benjamin Hernandez,benjamin.hernandez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,02/01/2010 09:48 PM,09/08/2015 12:14 AM
516131917,Joan Hernandez,joan.hernandez@example.com,DCLDP - 2021,01/22/2018 09:21 PM,
27161239,Deborah Lee,deborah.lee@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),08/29/2012 06:44 PM,
458028321,Margaret Hernandez,margaret.hernandez@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),06/07/2018 10:23 PM,03/31/2019 02:43 AM
270423756,Bryan Lopez,bryan.lopez@example.com,DCLDP - 2021,05/02/2010 11:33 AM,
873496240,Debra Smith,debra.smith@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),01/02/2012 02:12 AM,09/18/2014 05:33 AM
503328434,Virginia Smith,virginia.smith@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),02/13/2008 09:45 AM,
503328434,Virginia Smith,virginia.smith@example.com,DCLDP - 2021,07/27/2017 12:41 PM,12/08/2018 02:36 PM
503328434,Virginia Smith,virginia.smith@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),11/04/2011 10:24 PM,
503328434,Virginia Smith,virginia.smith@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),04/12/2014 01:23 PM,
260999255,Philip Davis,philip.davis@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),10/23/2009 03:36 PM,
793576195,Natalie Robinson,natalie.robinson@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),07/09/2019 12:50 AM,10/21/2019 08:14 AM
793576195,Natalie Robinson,natalie.robinson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),04/05/2013 01:54 AM,04/27/2018 01:50 AM
793576195,Natalie Robinson,natalie.robinson@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),03/17/2017 01:15 PM,
793576195,Natalie Robinson,natalie.robinson@example.com,DCLDP - 2021,08/04/2008 01:58 AM,
325012542,Jennifer Taylor,jennifer.taylor@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,02/17/2008 02:03 AM,02/25/2015 04:44 PM
676474879,Karen Hernandez,karen.hernandez@example.com,DCLDP - 2021,11/14/2010 07:53 AM,01/26/2013 10:05 PM
676474879,Karen Hernandez,karen.hernandez@example.com,DCLDP - 2021,03/23/2012 12:28 PM,
676474879,Karen Hernandez,karen.hernandez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,07/15/2010 01:55 PM,03/11/2016 03:38 AM
676474879,Karen Hernandez,karen.hernandez@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),03/13/2009 10:46 PM,01/09/2013 11:23 PM
886085484,Kathryn Lee,kathryn.lee@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),10/23/2010 03:43 PM,04/26/2016 02:25 PM
545471267,Aaron Jones,aaron.jones@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,12/15/2014 07:25 AM,
545471267,Aaron Jones,aaron.jones@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,09/16/2014 05:17 PM,12/13/2015 10:48 AM
789279330,Nicole Robinson,nicole.robinson@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),04/23/2015 06:29 AM,
233258520,Anna Martinez,anna.martinez@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),07/05/2011 08:04 AM,02/22/2014 10:50 PM
233258520,Anna Martinez,anna.martinez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,10/30/2014 02:00 PM,
233258520,Anna Martinez,anna.martinez@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),08/08/2015 11:51 PM,
201828545,Natalie Moore,natalie.moore@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,11/12/2016 02:22 PM,
868660394,Ryan Lopez,ryan.lopez@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),05/26/2015 05:34 AM,07/13/2016 11:24 PM
490900975,Sharon Thompson,sharon.thompson@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,12/03/2013 01:39 PM,
116700867,Sara Jones,sara.jones@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,10/19/2017 06:23 PM,
807159460,Samantha Lewis,samantha.lewis@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),05/11/2018 03:32 AM,
186578799,Denise Davis,denise.davis@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),04/03/2009 09:04 AM,
422321077,Douglas Lopez,douglas.lopez@example.com,O-CYBER: Cybersecurity Fundamentals for Teachers Summer Camp,02/09/2010 09:30 AM,
422321077,Douglas Lopez,douglas.lopez@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),10/12/2010 07:13 PM,
422321077,Douglas Lopez,douglas.lopez@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),06/05/2016 03:36 PM,07/20/2017 02:31 AM
422321077,Douglas Lopez,douglas.lopez@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),03/10/2017 12:21 PM,05/16/2019 12:16 AM
889785222,Paul White,paul.white@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),03/21/2013 08:36 AM,
889785222,Paul White,paul.white@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),08/16/2012 03:30 AM,06/29/2018 07:22 PM
878928801,Jose Taylor,jose.taylor@example.com,DCLDP - 2021,02/23/2019 03:52 PM,
139599975,Linda Taylor,linda.taylor@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),04/01/2010 07:40 PM,
139599975,Linda Taylor,linda.taylor@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),11/10/2016 05:32 AM,
139599975,Linda Taylor,linda.taylor@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),05/05/2012 05:41 PM,06/14/2017 12:25 AM
831262279,Nathan Smith,nathan.smith@example.com,O-CYBER: CompTIA Security+ Certificate Prep (SY0-501),08/24/2014 06:21 AM,08/25/2014 04:44 AM
831262279,Nathan Smith,nathan.smith@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),11/24/2011 01:45 AM,
831262279,Nathan Smith,nathan.smith@example.com,O-CYBER: CompTIA Network+ Certificate Prep (N10-007),08/05/2015 04:32 AM,09/20/2016 03:46 AM
48188496,Christine Davis,christine.davis@example.com,O-CYBER: CompTIA Security+ Prep Course for DCLDP (501),04/11/2009 09:58 PM,02/07/2011 09:03 AM
